18.36645453,8.53766714
15.94046491,9.833885015
19.89844366,5.741153139
18.61412384,8.86217332
18.27034988,8.31876524
19.03049267,6.692311704
18.52281265,7.566407978
16.11702846,8.342624467
17.67532465,11.57839694
17.70789073,10.76943703
16.93597725,6.65011306
21.36420719,11.03492347
16.24854131,8.725404225
17.0323699,7.936945127
16.5759909,8.714742904
15.65157534,7.795033942
17.61552096,7.875855652
17.45185954,9.489697608
21.06014503,9.40903449
17.50195051,9.417192413
15.87157317,8.671497134
21.2069146,6.792513077
20.46935829,8.717238651
17.5407471,9.630235289
14.98768059,8.48889377
17.11074437,9.03469301
17.68811793,8.726885133
18.55213651,7.696559075
17.47767271,8.293871467
18.88684383,7.212717196
18.78378842,8.888395632
15.49864219,6.852929893
16.10407816,6.931129542
16.51778781,7.190501306
16.9843649,5.055715838
17.35884899,9.438380293
18.02493808,8.325190539
11.94164532,7.245071681
17.08597072,9.37029854
20.48489681,6.288483581
15.8665972,7.897757554
19.86745633,7.758552958
18.700642,8.319206739
17.94198847,8.312858597
18.36490434,7.135120083
14.86988797,7.969948704
17.83092104,7.835120981
21.2078927,8.627707288
18.19669555,9.093265669
18.08274723,9.109273298
16.53166177,7.136347178
17.93837254,8.077359091
18.46469403,6.785882956
18.85277511,6.886499259
17.25438252,7.993150672
17.52709083,9.532630308
22.04738177,7.230334086
13.48329206,8.371378813
22.45889136,7.774415598
18.6751274,9.117356139
20.00012164,6.910935705
14.67167105,8.032557464
16.81993087,8.552527021
17.44387167,9.100610218
18.84543138,9.544211896
14.6595986,8.085931133
18.94326865,6.508409689
15.5743056,7.257698163
18.1323801,6.938418267
19.30471178,10.35045722
18.65411993,7.384398119
20.16526701,8.748076784
20.01215422,7.807581489
16.69818453,8.888610425
18.51411231,7.235150763
16.11124439,6.597731031
15.35642296,6.577624075
19.84965187,8.48819391
18.0000997,7.822624843
17.89016217,7.803946512
19.82225453,9.419310151
19.18916739,8.291584374
18.70040235,8.197811053
20.50050246,9.58769909
19.85957892,7.195534044
18.47952651,8.696624416
16.61927779,8.835088165
16.69689272,7.75628486
20.38420374,8.215670086
14.77633922,6.834156069
17.95107613,6.852047221
14.10230565,8.104874716
20.04099603,8.722254032
19.7234326,10.58549125
18.00232417,7.333109329
17.85832557,8.187331025
13.02743216,7.917505575
19.16234465,6.066977082
13.61513016,7.561033846
13.36143939,6.205321159
8.159867421,3.84037553
6.103038033,2.111967918
8.822981243,3.100092833
9.353955611,2.45547107
9.71546509,3.303520795
6.617681749,2.399673438
8.898755246,3.489965321
8.201266701,3.739363124
9.652139997,4.711887783
9.07231416,2.805876464
9.795776852,0.861644731
7.736124264,2.160411253
7.705597088,4.354594328
10.01554681,1.927844712
3.752689075,3.96095387
6.990827189,3.1240498
5.4588111,4.436696623
7.234830395,1.039100001
9.297358524,2.802301774
9.651454298,1.792154515
5.970112715,5.908008031
7.057860175,3.825218894
8.274049748,4.378971978
7.416273248,1.941819742
8.603637111,2.531384419
8.799861886,2.727530591
6.140076882,4.098424618
7.646339468,2.722128067
3.735810802,3.701541458
10.29072342,0.9481837
6.741818478,2.646150002
5.592300052,2.176413475
7.492110633,1.422942977
5.142706271,3.507974651
7.958284765,3.281984064
6.878670007,3.033479882
12.35555742,1.666322057
10.27693077,4.127492278
3.006226994,3.350179411
8.882653863,2.70093397
5.203724248,3.022889793
7.48988964,2.738004565
8.328808147,1.249787632
9.495468058,2.714349028
7.453906101,2.168633488
11.15260029,2.020793695
7.038125696,1.843598344
8.655024242,2.466442891
9.329468241,0.997364264
8.170377185,3.964229423
9.761905571,3.520060101
8.646426276,2.979972148
6.431707633,2.965228914
4.389253297,2.201836415
11.7171859,4.018685282
6.790939822,2.86678252
8.206719445,2.285469836
9.12633391,4.351385768
8.227193993,2.775228944
6.190547574,2.410970969
7.064570835,2.706246402
7.750220106,2.152073756
10.95791698,1.879871699
6.27836862,5.525999692
9.569336935,4.655497593
8.61724628,3.307535159
7.532279916,1.742881641
5.886054508,2.134531969
7.431718091,2.823465886
7.826619435,3.791416062
5.061209851,1.667995579
8.38436449,0.670132844
6.355413447,1.550902707
7.811518824,3.333510833
8.672426682,3.391353604
6.190691882,3.451679419
7.423487278,2.869715347
8.700125515,3.183689096
4.328281715,2.523846983
10.07195182,3.862021612
12.84892229,1.638305529
9.918801019,3.455029556
7.36845601,2.15129062
8.85724536,2.665113061
5.928030443,3.552783346
11.75573092,4.039090654
9.881408807,1.882361317
9.57469156,4.260658709
6.248251476,3.660143141
8.639898269,2.932134446
6.88341143,2.804778802
7.377141163,2.78239365
6.859980167,2.696892379
5.948532769,3.023045624
6.182508826,3.051290356
7.580205332,3.82606279
4.602271832,4.526976687
9.215201152,3.466914436
7.764403421,2.790286662
9.398320667,3.625190357
